kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A50674305,신창도시공사국민임대,위탁관리,5,(주)대호안전관리공사,위탁관리,4,(주)대호안전관리공사,위탁관리,3,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1764,단일계약,상주선임,R형,부스타방식,위탁관리,20,397,155,무,66,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",5~10분이내,1호선,,,관공서() 병원() 대형상가() 공원(),"초등학교(수문초교) 중학교(신가중,신창중,진흥중) 고등학교(세종고,전남공고,진흥고) 대학교(보건대학교,남부대학교)",0,0,Y
A50679306,신창모아미래도,위탁관리,2,목송산업개발(주),위탁관리,2,목송산업개발,위탁관리,2,음식물쓰레기종량제,위탁관리,2,독이식,철근콘크리트구조,899,단일계약,위탁선임,P형,고가수조식,위탁관리,5,76,132,무,32,"관리사무소, 노인정, 어린이놀이터, 휴게시설",5~10분이내,,,,공원(신창역사문화공원),"초등학교(신창초교) 중학교(진흥중,신창중) 고등학교(진흥고,전남공고) 대학교(보건대학교)",5,5,Y
A10023830,모아엘가 더 수완,위탁관리,5,현대아미스(주),위탁관리,5,(주)에스원,위탁관리,8,음식물쓰레기종량제,위탁관리,3,독이식,철골철근콘크리트구조,3150,단일계약,상주선임,R형,부스타방식,위탁관리,18,100,640,유,274,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,,,,병원(아동병원),초등학교(진만초등학교),9,6,Y
A50630702,수완한양수자인,위탁관리,4,성원산업개발(주),위탁관리,6,성원산업개발,위탁관리,4,차량수거방식,위탁관리,3,도포식,철근콘크리트구조,1500,종합계약,상주선임,R형,부스타방식,위탁관리,9,10,514,유,87,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",5분이내,1호선,,20분초과,"병원(여성병원,수완병원,세계로병원) 대형상가(롯데마트) 공원(중앙공원) 기타(풍영천)",초등학교(큰별초) 중학교(수완중) 고등학교(수완고),6,10,Y
A50630703,신창6차부영,위탁관리,4,주식회사 케이비개발,위탁관리,5,케이비 개발,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,17,360,342,유,93,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,,,,공원(),초등학교() 중학교() 고등학교(),0,14,Y
A50630705,신가2차중흥아파트,위탁관리,4,주식회사 세종종합관리,위탁관리,4,주식회사 세종종합관리,위탁관리,3,차량수거방식,위탁관리,3,도포식,철근콘크리트구조,1100,단일계약,상주선임,P형,고가수조식,위탁관리,19,283,184,무,85,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",5~10분이내,,,,,초등학교(진만초교) 중학교(신가중) 고등학교(세종고),5,5,Y
A50630707,수등리안아파트,위탁관리,4,목송산업개발(주),위탁관리,4,목송산업개발(주),위탁관리,5,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1600,단일계약,위탁선임,R형,부스타방식,위탁관리,23,178,553,무,99,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,병원() 대형상가(롯데슈퍼) 공원(신가그린공원) 기타(광산도서관),"초등학교(풍영초교,진만초교) 중학교(신가중학교)",15,0,Y
A50630714,광주신가주공,위탁관리,4,주택관리공단,위탁관리,4,(주)신서림에스앤에스,위탁관리,1,음식물쓰레기종량제,위탁관리,3,"도포식,분무식",철근콘크리트구조,650,단일계약,상주선임,R형,부스타방식,위탁관리,8,227,130,무,35,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,,,20분초과,관공서(광산도서관) 공원(신가공원),초등학교(진만초교) 고등학교(세종고교),0,0,Y
A50630715,광주아름마을1,위탁관리,6,주택관리공단,위탁관리,5,세이프원,위탁관리,3,차량수거방식,위탁관리,3,,철근콘크리트구조,1300,단일계약,상주선임,R형,부스타방식,위탁관리,14,293,275,무,71,,5분이내,,,20분초과,관공서(수완행정복지센터) 병원(수완병원) 대형상가(롯데마트) 공원(신가공원) 기타(광산도서관),초등학교(큰별초) 중학교(수완중) 고등학교(명진고),0,10,Y
A50670408,아름마을 대방노블랜드(수완대방노블랜드1차),위탁관리,5,목송산업개발(주),위탁관리,6,목송산업개발(주),위탁관리,7,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,3500,단일계약,상주선임,R형,부스타방식,위탁관리,12,34,859,유,133,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,1호선,,20분초과,관공서(수완동사무소) 병원(수완병원) 백화점(롯데아울렛) 대형상가(롯데마트) 공원(중앙공원) 기타(농협농수산물종합유통센터),"초등학교(큰별초) 중학교(수완중) 고등학교(장덕고) 대학교(광주여대,남부대)",0,10,Y
A50670409,신창6차호반베르디움,자치관리,4,,위탁관리,6,성원산업개발(주),자치관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1800,단일계약,상주선임,R형,부스타방식,위탁관리,18,246,538,무,118,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,1호선,,20분초과,"관공서(우체국) 병원(신가병원) 대형상가(롯데마트,롯데아울렛) 기타(광산도서관)",초등학교(선창초교) 중학교(신가중교) 고등학교(명진고교),10,10,Y
A50670410,수완1단지중흥S클래스,위탁관리,7,미래공영 주식회사,위탁관리,6,미래공영 주식회사,위탁관리,8,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,2950,종합계약,상주선임,R형,부스타방식,위탁관리,23,70,1150,유,206,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,,,,관공서(광산우체국) 대형상가(롯데마트) 공원(중앙공원),"초등학교(고실초,수완초) 중학교(성덕중) 고등학교(수완고)",0,10,Y
A50670411,신가우미이노스빌,위탁관리,4,현대아미스(주),위탁관리,4,(주)현대아미스,위탁관리,3,차량수거방식,위탁관리,3,도포식,철골콘크리트구조,1218,단일계약,위탁선임,P형,부스타방식,위탁관리,15,262,161,무,74,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,,,,"병원(신가병원, 재활요양병원,장례식장) 대형상가(롯데슈퍼) 공원(신가근린공원) 기타(신가도서관)",초등학교(진만초교) 중학교(신가중학교),3,6,Y
A50670413,수완아름마을휴먼시아2단지,위탁관리,8,(주)대기산업,위탁관리,6,(주)그린환경개발,위탁관리,5,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,450,단일계약,상주선임,R형,부스타방식,위탁관리,22,417,507,무,118,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,,,20분초과,"관공서(수완동 주민센터, 광산구청) 병원(신가병원, 수완병원) 백화점(롯데 아울렛) 대형상가(롯데마트) 공원(신가공원) 기타(광산도서관)",초등학교(큰별초) 중학교(수완중) 고등학교(세종고),0,10,Y
A50670414,수완아름마을휴먼시아3단지,위탁관리,8,진흥개발(주),위탁관리,10,성원산업개발,위탁관리,5,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,1950,단일계약,상주선임,R형,기타,위탁관리,23,465,498,무,123,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,,,,병원(수완) 대형상가(롯데마트) 공원(신가공원),초등학교(큰별초) 중학교(수완중) 고등학교(세종고) 대학교(광주여대),0,10,Y
A50670415,수완호반베르디움1차,위탁관리,8,미래공영 주식회사,위탁관리,8,미래공영 주식회사,위탁관리,10,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,4000,종합계약,상주선임,R형,부스타방식,위탁관리,26,68,1342,유,260,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,,,,대형상가(하나로마트) 공원(수완호수공원),"초등학교(큰별, 신가) 중학교(수완) 고등학교(세종)",0,5,Y
A50670416,수완진아리채1차,위탁관리,11,미래공영 주식회사,위탁관리,4,미래공영(주),위탁관리,3,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1805,단일계약,상주선임,R형,부스타방식,위탁관리,13,2,488,유,91,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,,,,관공서(신가동주민센터) 대형상가(농수산물유통센터(하나로클럽)) 공원(아름공원) 기타(신가도서관),"초등학교(큰별초,신가초,장덕초) 중학교(수완중,장덕중) 고등학교(세종고,장덕고)",0,10,Y
A50670417,수완대성베르힐,위탁관리,4,주식회사 케이비개발,위탁관리,4,미래공영(주),위탁관리,3,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,2095,단일계약,상주선임,R형,부스타방식,위탁관리,9,64,418,유,128,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,,,,대형상가(롯데마트) 공원(중앙공원) 기타(풍영천),초등학교(큰별초) 중학교(수완중) 고등학교(수완고),13,0,Y
A50674303,신창사랑으로부영7차,위탁관리,4,목송산업개발(주),위탁관리,6,,위탁관리,5,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,2050,단일계약,상주선임,R형,부스타방식,위탁관리,24,490,420,무,130,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,기타(광산도서관),초등학교(선창초교) 중학교(신가중교) 고등학교(명진고),0,10,Y
A50690101,호반리젠시빌2차,위탁관리,2,현대아미스(주),위탁관리,2,현대아미스(주),위탁관리,2,음식물쓰레기종량제,위탁관리,2,독이식,철근콘크리트구조,750,단일계약,상주선임,P형,고가수조식,위탁관리,8,176,96,무,41,"관리사무소, 노인정, 자전거보관소, 기타",5~10분이내,,,,병원(센트럴병원) 대형상가(농협하나로마트) 공원(신가공원) 기타(광산도서관),초등학교(진만초교) 중학교(신가중교) 고등학교(명진고) 대학교(),6,0,Y
A50690104,신가1차호반리젠시빌,위탁관리,4,목송산업개발(주),위탁관리,4,목송산업개발,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1995,단일계약,상주선임,P형,고가수조식,위탁관리,14,374,258,무,64,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,,,20분초과,병원(신가병원) 대형상가(수완롯데마트),"초등학교(풍영초교) 중학교(신가중학교, 신창중, 진흥중) 고등학교(진흥고등학교, 수완고등학교) 대학교(보건대학교)",7,6,Y
A10025067,운남진아리채리버힐즈,위탁관리,4,성원산업개발(주),위탁관리,4,(주)에스원,위탁관리,6,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,11,229,324,유,117,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,,,20분초과,,초등학교(마지초등학교) 중학교(운남중학교),7,5,Y
A10027693,운남우방아이유쉘,위탁관리,5,진흥개발(주),위탁관리,4,진흥개발,위탁관리,4,차량수거방식,위탁관리,3,독이식,철골철근콘크리트구조,1950,단일계약,상주선임,R형,부스타방식,위탁관리,16,115,487,유,96,,5분이내,,,20분초과,,,16,5,Y
A50630806,운남주공6단지,위탁관리,6,(주)현대아미스,위탁관리,6,(주)현대아미스,위탁관리,7,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,2850,단일계약,상주선임,GR형,고가수조식,위탁관리,32,771,460,무,154,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5~10분이내,,,,병원(신가병원) 대형상가(홈플러스),초등학교(금구쵸교) 중학교(금구중교) 고등학교(운남고교),13,12,Y
A50630807,운남주공8단지,위탁관리,6,성원산업개발(주),위탁관리,12,성원산업개발(주),위탁관리,9,차량수거방식,위탁관리,2,도포식,철근콘크리트구조,2600,단일계약,상주선임,R형,고가수조식,위탁관리,29,357,897,무,227,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,,,20분초과,,초등학교(금구초교) 중학교(금구중교) 고등학교(운남고교),18,10,Y
A50678109,운남주공7단지,위탁관리,6,현대아미스(주),위탁관리,12,현대아미스(주),위탁관리,7,음식물쓰레기종량제,위탁관리,3,"도포식,분무식,독이식",철근콘크리트구조,2700,단일계약,상주선임,R형,고가수조식,위탁관리,27,669,862,무,208,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,1호선,,20분초과,병원(21c병원) 공원(운남공원) 기타(광산구 노인복지회관),초등학교(목련초교) 중학교(금구중학교) 고등학교(운남고등학교),32,5,Y
A50681601,남양아파트,위탁관리,3,현대아미스(주),위탁관리,4,현대아미스(주),위탁관리,2,음식물쓰레기종량제,위탁관리,2,"도포식,독이식",철근콘크리트구조,1190,단일계약,위탁선임,P형,고가수조식,위탁관리,10,171,133,무,51,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,,,,"관공서(운남동 주민센타) 병원(신가병원) 대형상가(농협 하나로마트, 롯데아울렛) 공원(운남동 근린공원)",초등학교(마지 초등학교) 중학교(운남중학교) 고등학교(운남고교),7,0,Y
